CASH_ADVANCE,BALANCE,CREDIT_LIMIT,PAYMENTS,Cluster_Cash_Advance
2717.253917,6110.265264,6500.0,1502.205631,2
370.737197,9381.255094,9000.0,6409.496345,3
4335.919227,1977.00709,4000.0,3056.424974,2
495.657934,1321.47608,1800.0,440.840439,0
0.0,1307.717841,2400.0,0.0,0
0.0,2329.485768,2400.0,0.0,0
120.612912,1139.782882,1200.0,151.823651,0
0.0,1619.955708,6000.0,417.128532,2
1713.984305,3505.671311,4000.0,0.0,0
0.0,4.708041,7000.0,217.820198,2
89.849004,0.0,3000.0,138.021428,0
0.0,4.875885,1500.0,26.487919,0
0.0,23.394411,2000.0,712.149153,0
0.0,3539.801912,5700.0,9172.788366,2
0.0,0.62424,4500.0,0.0,0
920.309805,862.07238,4000.0,2236.890255,0
959.857263,2441.542991,4000.0,532.741699,0
0.0,408.656365,2500.0,1097.78942,0
5439.467563,4986.400804,8000.0,1241.538024,3
412.399058,1246.624558,2000.0,577.050373,0
7205.520805,6644.201651,9000.0,10857.94321,3
0.0,156.216753,5500.0,858.976682,2
1008.348672,3393.351236,4200.0,0.0,0
2510.352951,5322.994094,8500.0,1509.423237,3
3360.228794,6458.56209,7000.0,1277.76778,3
0.0,175.341651,5000.0,1884.227778,2
0.0,680.195157,3000.0,552.432305,0
0.0,223.763616,6500.0,1206.81188,2
576.206382,1785.626943,1800.0,687.691735,0
0.0,54.933231,7000.0,1969.845566,2
509.023801,2662.629852,3000.0,932.418855,0
1686.599777,8504.876253,17000.0,1888.756861,3
0.0,1464.324632,9000.0,0.0,2
0.0,2114.158683,8500.0,3564.977774,2
998.84867,2876.396444,3200.0,1065.426905,0
4614.427403,14224.11541,19000.0,3066.614272,3
0.0,2392.917738,2800.0,11628.71557,2
272.713302,57.453201,1200.0,385.853874,0
0.0,4245.855092,5000.0,1004.35474,2
8362.154254,11167.23403,17000.0,2606.059389,3
2799.714934,69.405545,13000.0,0.0,3
273.558033,116.654149,5000.0,0.0,0
0.0,4637.848144,5000.0,1906.032044,2
0.0,24.28497,3000.0,319.762903,0
13748.47131,9354.06045,13000.0,10664.65866,1
0.0,231.108995,4000.0,554.116542,0
0.0,1562.633343,2000.0,1020.783647,0
0.0,2494.868559,17000.0,1015.311953,3
586.268966,706.132889,1200.0,972.358048,0
0.0,19043.13856,18000.0,23018.57583,1
723.308724,2235.103331,2500.0,1061.292471,0
0.0,947.13081,1000.0,492.200419,0
1307.102516,764.042156,7500.0,1566.806897,2
4002.353384,5347.814547,7000.0,0.0,2
0.0,10598.46777,21500.0,3219.621433,3
0.0,2163.678757,6500.0,4416.41268,2
0.0,3057.400553,7500.0,698.854095,2
0.0,19.354559,10000.0,746.691026,2
384.26178,264.811595,9000.0,1235.630069,2
0.0,1108.22253,1500.0,1955.198953,0
103.102091,906.573724,13500.0,1855.235407,3
555.469352,7679.62904,7000.0,3685.61062,3
0.0,1523.911458,6500.0,2254.26002,2
0.0,49.206256,8000.0,835.839952,2
2444.445738,13673.07961,20000.0,11717.30794,3
0.0,106.455975,4000.0,2573.722764,0
0.0,119.760904,20000.0,3104.275623,3
3303.1523,5837.105453,7900.0,0.0,3
66.275851,1734.510004,1800.0,363.474455,0
0.0,2765.748281,11000.0,14373.3929,1
93.579809,1046.37041,1200.0,439.407082,0
429.691164,2737.367678,3000.0,778.827993,0
988.356213,4014.818167,8500.0,1009.185035,2
0.0,871.568977,1200.0,1110.886425,0
0.0,1610.040203,4000.0,422.711848,0
0.0,114.593817,1000.0,367.109312,0
369.950794,5800.587339,6500.0,1346.365584,2
0.0,823.103926,8000.0,2916.071564,2
1424.442602,595.677343,15000.0,4756.654374,3
0.0,1128.124563,1000.0,1202.711782,0
0.0,349.441102,4000.0,1795.012223,0
3671.777443,840.804076,4000.0,3621.266477,2
1620.685551,975.942008,10500.0,10693.49585,3
0.0,23.111088,12500.0,291.948834,2
3905.326256,2187.732265,3000.0,1423.788603,0
1626.351366,11972.01104,14000.0,4639.513745,3
205.737165,1608.451822,1800.0,470.565984,0
1017.120578,1872.926275,2300.0,0.0,0
2040.433925,2933.240476,3000.0,2431.578544,0
0.0,336.799916,20000.0,2814.231227,3
0.0,36.236312,5300.0,831.375322,2
0.0,903.29781,2500.0,1686.196344,0
0.0,0.0,5000.0,0.0,0
17661.49486,2881.253586,4500.0,17301.83238,1
0.0,5.465999,12000.0,0.0,2
0.0,117.442684,10000.0,441.588141,2
0.0,168.522709,1200.0,2612.760497,0
1657.090283,1706.014379,6000.0,1186.062765,2
0.0,874.583247,900.0,579.749308,0
446.233197,861.001207,2400.0,0.0,0
955.959749,966.251742,1500.0,277.522439,0
0.0,38.615644,6150.0,254.392984,2
0.0,189.687964,6000.0,0.0,2
1631.576375,40.417255,4000.0,1647.880773,0
0.0,5462.897068,16500.0,1382.269127,3
0.0,3983.923705,4000.0,1110.870941,2
0.0,5588.846272,11500.0,1412.597253,3
0.0,281.170378,8000.0,2422.911622,2
0.0,130.251538,15000.0,1043.55929,3
0.0,1973.814964,8000.0,541.722532,2
2039.52804,5698.539876,6000.0,2976.579866,2
0.0,43.103899,23000.0,1212.054219,3
1044.651618,566.546048,2000.0,1249.835142,0
0.0,24.527253,4000.0,376.758504,0
893.757903,8350.145568,14000.0,4720.900413,3
0.0,4559.779234,7500.0,9423.715495,3
0.0,2.67713,4000.0,130.107234,0
1665.331678,1570.682346,1800.0,2591.391006,0
5468.620604,7201.736985,10500.0,1941.541158,3
3947.86784,6467.885013,11500.0,1658.563509,3
0.0,64.080909,5000.0,1260.16384,2
5933.467329,5635.860679,10000.0,1919.630466,3
0.0,3670.50596,7500.0,1034.932404,2
102.275984,2458.376257,7500.0,4543.63481,2
0.0,768.004936,6000.0,947.696134,2
0.0,75.647479,4000.0,548.967281,0
0.0,2.433254,7500.0,0.0,2
197.648111,1121.730896,1500.0,542.836917,0
0.0,7.56809,11500.0,134.710832,2
1738.33378,2053.441598,2000.0,2795.059574,0
188.783221,2422.311938,8500.0,5763.666926,2
0.0,9047.621884,10000.0,11994.41815,3
0.0,3061.213971,7000.0,971.234118,2
0.0,41.642389,2700.0,69.163384,0
0.0,5431.622968,14500.0,1508.016452,3
0.0,6571.484039,8500.0,11036.72668,3
0.0,28.461629,4000.0,125.769169,0
0.0,4178.625215,4000.0,2384.542045,2
0.0,3019.019487,8500.0,2187.930651,2
466.643895,1.045584,1200.0,1068.581252,0
0.0,2723.369217,19500.0,9695.650901,3
0.0,1070.999446,1400.0,505.317328,0
0.0,279.608696,2900.0,2928.909865,0
1092.634704,1255.901821,5700.0,1215.454299,2
0.0,2229.857287,2500.0,542.7463,0
263.884743,2363.489077,3000.0,1839.928884,0
0.0,4014.388265,8000.0,0.0,2
2800.728343,7623.224897,12000.0,1975.974183,3
154.341344,3421.571922,10500.0,2515.435738,3
182.357669,48.898611,5500.0,409.594792,2
0.0,1874.716289,1950.0,586.974046,0
7616.064965,3215.511032,7200.0,0.0,2
0.0,237.235398,4000.0,3773.727455,0
0.0,1272.927288,8000.0,5825.602115,2
0.0,558.476701,5500.0,426.092563,2
0.0,2814.207626,3000.0,3574.480603,0
0.0,8.061012,3000.0,130.61272,0
0.0,435.862142,12000.0,1055.835407,2
0.0,6.390383,1500.0,75.896288,0
13439.5704,9612.21512,12000.0,10993.89211,1
0.0,7938.559134,12500.0,2657.856602,3
4003.968939,2344.478291,4000.0,3033.665478,2
0.0,996.48222,1000.0,1851.602411,0
0.0,19.508047,2000.0,220.46377,0
0.0,185.640313,11500.0,1449.039414,2
468.958688,5335.302925,6000.0,1350.318606,2
0.0,22.189283,1500.0,479.910499,0
0.0,5.871769,10000.0,76.943584,2
774.260436,1049.496471,11000.0,802.38543,2
0.0,5570.190127,13500.0,1583.411686,3
1716.941235,1668.591831,1800.0,2166.981163,0
0.0,2224.590946,9000.0,3823.346244,2
103.610197,2903.781184,4500.0,1350.370286,2
191.331735,2041.480046,3000.0,3792.095079,0
7540.30735,7755.698607,10000.0,4758.209146,3
0.0,614.263149,9000.0,2161.153147,2
0.0,8097.334733,7500.0,5624.074339,3
0.0,1082.33027,6000.0,1116.967993,2
0.0,2734.66412,7500.0,717.798364,2
0.0,80.708806,9500.0,634.000055,2
1898.690655,2554.525229,10950.0,11198.92613,3
438.469118,535.947221,8500.0,4317.191232,2
1659.19931,3905.365959,7500.0,990.524408,2
0.0,156.278339,14000.0,1280.473571,3
0.0,5131.319584,11500.0,26652.34432,1
15452.97758,5265.763713,16500.0,12005.3074,1
0.0,2.564117,1500.0,294.507498,0
181.139378,1873.084577,2100.0,483.557464,0
0.0,32.124999,5700.0,0.0,2
0.0,1473.495809,10500.0,5863.94034,2
1189.292764,1504.82705,8500.0,859.829946,2
0.0,7645.108427,13500.0,4786.64868,3
72.259355,1129.33758,1000.0,829.505486,0
0.0,668.956687,9500.0,568.336995,2
0.0,2302.184366,2500.0,2914.419813,0
682.156051,272.711518,3000.0,2755.877257,0
9270.408108,4246.430225,7000.0,6010.525656,3
567.233798,2420.761135,3000.0,871.713321,0
1876.241162,2935.324966,5000.0,580.13865,2
0.0,83.148283,6500.0,1024.267592,2
512.792701,5469.851311,6000.0,1362.966798,2
0.0,280.142117,10000.0,1986.838064,2
2516.727082,5790.930626,6000.0,1515.594331,2
0.0,3605.714046,5000.0,856.05828,2
348.834361,3992.261885,4000.0,1057.678259,2
0.0,41.833264,6000.0,370.996177,2
0.0,635.090434,2900.0,7943.57021,0
2792.67597,1521.1681,6000.0,2261.523522,2
3298.958165,5547.092593,12000.0,1786.142816,3
0.0,2503.107213,3000.0,1620.193277,0
380.972341,191.450711,500.0,1583.918811,0
1684.957411,3621.70204,4000.0,1139.058595,2
0.0,2762.479434,11000.0,7596.768364,3
1817.569093,4338.606862,8000.0,8019.800702,3
0.0,388.873921,2700.0,451.600059,0
8603.045938,9261.310686,11000.0,1933.413908,3
0.0,208.131845,4500.0,2059.879468,0
0.0,169.088238,6000.0,1289.570234,2
0.0,133.911556,3500.0,1364.121036,0
1606.322681,1613.34907,4500.0,312.433361,0
0.0,566.908563,2100.0,0.0,0
0.0,53.208422,15000.0,611.606459,3
1763.794583,1329.967543,2500.0,2715.972095,0
0.0,515.904786,6000.0,0.0,2
402.974164,927.041961,1000.0,719.974244,0
3394.509419,1872.767651,5500.0,1151.721386,2
842.456926,185.396312,1000.0,117.542764,0
6481.300951,4823.822993,7000.0,863.62306,3
0.0,994.105777,1950.0,314.302968,0
0.0,40.089221,1500.0,325.578502,0
0.0,0.478714,6000.0,1159.135064,2
2173.356068,4732.37354,5700.0,1289.284068,2
4653.693195,9206.811696,12500.0,2055.100879,3
2443.262416,6719.376505,7500.0,1493.089193,3
0.0,2233.074041,8000.0,1042.991769,2
3264.573342,1867.649838,4500.0,476.162309,2
0.0,57.842746,1500.0,453.842413,0
0.0,4194.033835,21000.0,19714.09728,1
927.25167,2459.862339,2500.0,1926.31853,0
1700.634586,850.630114,1000.0,1084.281127,0
0.0,353.198215,8500.0,2690.525687,2
142.141325,2669.160638,3000.0,642.777061,0
0.0,92.440743,6000.0,1077.058667,2
0.0,706.675991,6500.0,4952.900653,2
0.0,361.319366,14000.0,4003.782858,3
1600.758078,2324.086254,2300.0,2147.890523,0
3595.158425,2922.487907,9500.0,9226.751112,3
0.0,98.364739,1200.0,718.794328,0
0.0,498.208616,9000.0,3805.669705,2
0.0,16.93339,2500.0,347.08638,0
0.0,3355.631092,13500.0,6084.115091,3
1011.997944,907.982017,3200.0,222.02316,0
14048.07181,1132.386178,6000.0,32048.6122,1
198.686744,1254.6691,1500.0,535.606816,0
0.0,80.336636,1800.0,345.330572,0
0.0,260.838885,9500.0,2437.332725,2
0.0,17.356961,2000.0,302.454171,0
0.0,1897.672025,5500.0,2961.632199,2
0.0,1032.241153,3000.0,1866.265366,0
5340.016172,3536.601227,11000.0,8251.146946,3
0.0,21.580264,5000.0,344.161416,0
455.581546,4211.539631,10500.0,1288.287239,3
0.0,1732.715258,11500.0,5674.185857,3
5309.949725,8939.461145,9500.0,3957.017497,3
0.0,36.567901,4800.0,0.0,0
0.0,41.754778,8500.0,918.414211,2
0.0,1937.246177,5000.0,3909.837604,2
0.0,99.955082,19500.0,1142.077891,3
6551.99521,5135.604593,6000.0,1716.998424,2
1192.015721,214.896542,3000.0,2298.902197,0
36.481832,1543.287931,1800.0,548.589391,0
0.0,601.92037,2400.0,389.411161,0
474.429843,1261.05733,1500.0,866.865018,0
0.0,85.285023,11000.0,296.01675,2
10227.22894,1903.688611,7300.0,18552.39489,1
727.658311,813.068705,1200.0,237.996469,0
0.0,1279.325142,1200.0,1282.705869,0
0.0,237.669312,2300.0,2680.635587,0
0.0,5747.761139,5500.0,2507.704747,2
3423.085934,7760.940543,8000.0,2845.010795,3
3768.696678,6388.108487,8000.0,10973.14532,3
0.0,426.372628,12000.0,5711.540654,3
2813.063846,8806.866629,9000.0,2116.662516,3
2333.150712,282.934373,3000.0,0.0,0
0.0,1128.229387,4500.0,3904.568067,2
0.0,2045.541408,2000.0,2021.775795,0
0.0,8.520292,7000.0,176.600545,2
0.0,11278.95243,18500.0,4868.088671,3
0.0,143.443832,2500.0,2550.799492,0
0.0,241.223955,1400.0,802.858576,0
172.931118,1528.571561,1600.0,353.582373,0
515.147607,12474.72954,14000.0,3519.008859,3
187.572355,566.147105,2000.0,1177.661577,0
1609.900552,1077.606225,1500.0,930.328071,0
0.0,1.838084,6000.0,57.595083,2
0.0,507.144348,4000.0,5589.952268,2
3967.709973,816.82453,6000.0,361.853722,2
0.0,1526.506915,1800.0,338.413344,0
4909.937494,7957.017218,9000.0,677.144841,3
0.0,79.189929,2500.0,697.977603,0
0.0,497.908027,4000.0,328.796655,0
0.0,681.95925,4000.0,192.369983,0
0.0,1535.248256,6550.0,3239.629759,2
246.046033,1508.513765,5000.0,4730.374245,2
2728.576925,11209.37076,11000.0,7932.77402,3
0.0,201.3504,1000.0,249.066308,0
2368.872642,2502.264409,10000.0,541.308981,2
0.0,4543.789386,8500.0,1703.332126,2
1078.788118,918.342234,1200.0,1421.035206,0
1974.503664,5066.744231,13000.0,1336.016317,3
1227.555485,2259.431829,3500.0,663.553502,0
0.0,437.789873,5000.0,1834.368953,2
0.0,2025.162877,2000.0,1411.329676,0
5140.287889,3770.560441,6000.0,565.71913,2
0.0,140.730723,13000.0,1669.260634,3
4087.167822,5523.999416,8000.0,0.0,3
0.0,3298.692478,9000.0,6862.520735,3
0.0,150.699542,2500.0,0.0,0
120.178123,1874.843394,2100.0,444.783009,0
2171.139178,3024.629054,4500.0,4226.578611,2
0.0,154.641707,13500.0,5563.437084,3
76.260896,1322.057239,6200.0,802.038512,2
0.0,62.287137,9500.0,1356.425369,2
0.0,16.581535,1200.0,0.0,0
3510.115735,4664.023286,6000.0,2162.141639,2
0.0,318.03434,7000.0,552.734714,2
0.0,681.615445,6000.0,4561.589382,2
0.0,9335.31417,15000.0,1885.239981,3
0.0,6404.955912,7500.0,3879.252512,3
0.0,133.405494,8000.0,1369.437449,2
4083.515108,1403.597712,5000.0,4673.520993,2
284.754535,469.878834,2000.0,1849.10398,0
114.918715,1452.437463,1500.0,331.670616,0
3017.170336,3737.175713,4500.0,0.0,2
0.0,6032.740391,13500.0,5377.338091,3
2817.05225,1692.755487,9000.0,6124.31525,3
3888.756412,3534.253718,4000.0,1298.823687,2
2819.60583,654.574445,8000.0,422.878799,2
39.646806,1648.721384,1800.0,357.836436,0
4815.112874,6822.877573,10000.0,1874.954894,3
5105.254316,8647.057641,10000.0,2052.533488,3
3435.737817,5055.582822,9000.0,6918.272206,3
6649.712062,4245.550244,5000.0,5810.994681,2
0.0,541.915572,2500.0,182.177646,0
1886.470361,4855.340797,6000.0,2996.735376,2
1462.32354,981.643409,1500.0,2008.971745,0
6517.541812,7057.658848,8000.0,5147.693822,3
249.298208,4264.307261,4500.0,1017.241855,2
94.837161,4503.390811,13000.0,1094.345336,3
340.249539,969.294446,1200.0,591.853821,0
2493.111705,4479.115547,6000.0,994.500495,2
0.0,37.753941,1800.0,546.417272,0
10713.8746,7386.704481,10500.0,7566.577763,3
2820.528417,1265.805627,2500.0,1370.235544,0
0.0,598.78776,4500.0,621.255763,0
0.0,3143.928913,4500.0,2198.293667,2
1652.878895,5580.530306,9500.0,3340.041274,3
0.0,576.635957,1800.0,1021.907217,0
0.0,51.818382,15000.0,538.841222,3
193.738137,1036.595935,1200.0,274.653536,0
0.0,21.12921,3150.0,423.206638,0
0.0,1534.969344,2500.0,1493.919986,0
0.0,4994.04832,8500.0,1230.219396,2
124.563782,4700.106602,4500.0,3259.958288,2
4809.11955,9601.071318,15000.0,1194.510762,3
1738.109478,1207.888199,4000.0,288.883026,0
0.0,87.442862,7500.0,881.284581,2
0.0,123.394089,6000.0,1583.421932,2
0.0,395.052994,1500.0,401.217047,0
19.141227,1715.459275,1800.0,452.225512,0
734.816479,1492.039988,12000.0,9678.173119,3
0.0,636.669685,6000.0,939.306791,2
0.0,223.772475,2500.0,3301.334578,0
0.0,1122.603377,3000.0,632.062443,0
418.482499,805.131074,1700.0,1804.065076,0
278.591282,869.001444,1200.0,541.101815,0
2806.959645,4458.055159,7500.0,1088.755323,2
0.0,2070.069187,2400.0,1580.0815,0
101.137379,52.229659,8500.0,2768.795805,2
4599.625146,6426.639738,11800.0,1793.043228,3
0.0,206.596865,6000.0,4804.383296,2
12377.36037,5810.748774,9000.0,10428.37611,1
1483.933054,3872.605467,4000.0,1067.405461,2
0.0,2597.400267,6500.0,2497.488126,2
149.36039,1481.43247,1800.0,586.426259,0
0.0,1135.53683,1200.0,320.592941,0
0.0,3430.981532,11300.0,4315.936534,3
1992.715742,4102.599015,5000.0,1357.36111,2
0.0,150.952465,14500.0,3484.429075,3
1161.103112,3170.537693,3500.0,547.23924,0
0.0,911.281862,8500.0,566.292758,2
0.0,45.753138,7000.0,1023.209164,2
0.0,456.648662,6500.0,2087.871747,2
14371.78789,198.035504,10000.0,14481.46544,1
818.124484,473.840442,3000.0,142.286073,0
0.0,285.813075,15000.0,826.764555,3
0.0,204.329381,7000.0,5872.707939,2
1328.643945,3690.177649,4000.0,1006.358943,2
0.0,327.445978,9500.0,4030.061017,2
3053.777459,6856.045926,13000.0,1629.239381,3
0.0,155.644239,13000.0,1924.101393,3
2485.845274,4263.008734,6000.0,1165.621928,2
2438.356719,10249.71178,18000.0,2662.365409,3
0.0,813.185305,6000.0,7069.804042,2
1302.014616,911.893997,4500.0,191.366024,0
779.264494,3563.23692,7000.0,826.576112,2
3269.418821,12478.17286,14000.0,3251.190662,3
554.11523,2061.27937,4500.0,552.713988,2
655.037683,1556.376158,1700.0,1076.722225,0
0.0,126.207012,7500.0,1718.487894,2
0.0,2516.753364,2750.0,1043.617154,0
49.912813,1199.942209,2400.0,642.723723,0
0.0,13479.28821,17000.0,36066.75068,1
0.0,80.062693,20000.0,822.928249,3
0.0,839.897907,4000.0,999.235386,0
0.0,128.175207,5000.0,1391.649702,2
0.0,47.6368,2500.0,641.943628,0
0.0,1529.206464,1500.0,716.241063,0
0.0,2643.343414,16500.0,24529.27662,1
281.044645,2924.757622,3000.0,677.649435,0
1072.351863,5036.870531,10300.0,1489.597574,3
0.0,32.042424,4500.0,353.570259,0
0.0,2549.128288,14500.0,16826.42443,1
10372.8492,3718.606699,9500.0,4820.842925,3
1442.395734,4914.325665,5000.0,3410.253378,2
0.0,1191.584153,10500.0,3528.728592,2
0.0,98.420888,10000.0,908.907467,2
2614.626296,1534.891604,3000.0,304.984801,0
6523.780195,675.117139,12500.0,0.0,3
0.0,43.42718,16500.0,758.421856,3
0.0,1874.601636,1500.0,518.757481,0
4100.891579,15258.2259,19000.0,2051.14647,3
0.0,4497.213951,4500.0,3058.768463,2
2955.030338,986.149218,3000.0,832.894753,0
0.0,257.997181,6500.0,1099.15757,2
0.0,4507.733288,9500.0,1924.73689,2
97.200877,1117.635883,1200.0,308.089987,0
10384.82416,5083.397311,8000.0,4453.691497,3
8824.695802,3649.559565,12500.0,573.307364,3
0.0,77.45581,8000.0,601.746596,2
451.968387,1362.418281,1500.0,559.095981,0
0.0,189.12074,3000.0,1301.155857,0
228.465161,2374.663583,2850.0,2073.374513,0
0.0,1112.070216,4000.0,217.546584,0
1390.367155,2569.379868,5500.0,807.047622,2
0.0,2883.906333,7500.0,6476.333335,2
0.0,71.046063,20000.0,5872.895164,3
0.0,3366.051663,12000.0,2890.901993,3
3269.100834,7190.047748,17500.0,1727.425472,3
0.0,68.039722,5000.0,1537.307484,2
2854.551358,5066.461251,5000.0,5174.255034,2
486.813976,2454.610005,3000.0,1442.488419,0
0.0,64.329876,6000.0,1513.704151,2
5406.459348,1284.63314,3000.0,3432.757202,0
0.0,76.93561,8500.0,814.605178,2
0.0,950.563525,15000.0,7521.226078,3
0.0,5178.179489,9500.0,1248.498168,3
0.0,531.455619,16500.0,4924.941312,3
0.0,263.6992,1800.0,1591.559543,0
0.0,492.070146,10500.0,3430.597877,2
234.602843,1034.660626,1500.0,236.764555,0
558.166886,11547.52001,22500.0,46930.59824,1
1854.533843,8997.488544,9000.0,4201.889848,3
5583.937965,9149.4096,9500.0,6710.905443,3
1873.271885,1296.922119,6000.0,2322.412643,2
8552.910316,1758.979585,6750.0,11634.38713,1
0.0,194.493602,4500.0,1280.294998,0
2546.891416,3294.37955,4000.0,1084.059239,2
8005.22508,5404.202992,7000.0,2676.467444,3
1239.217984,5484.800476,6000.0,2060.020446,2
219.143859,181.463092,2500.0,168.425788,0
0.0,1311.732049,6000.0,9853.313787,2
1074.741949,542.218074,1500.0,1328.855136,0
0.0,1029.101022,1000.0,59.924534,0
0.0,1202.975648,6000.0,10718.04224,2
282.895246,1095.379426,1200.0,432.048813,0
0.0,4546.766836,15000.0,14083.96809,1
0.0,28.934197,12000.0,502.486404,2
0.0,3457.086184,1700.0,227.514473,0
0.0,23.290641,12500.0,287.796655,2
771.711794,9559.783145,10500.0,2447.227264,3
0.0,2154.175363,5000.0,654.505745,2
3216.192328,2627.184835,3150.0,394.285767,0
2224.68646,2689.586312,7000.0,809.880619,2
0.0,11.890862,15000.0,0.0,3
0.0,3452.538704,10500.0,8145.713972,3
0.0,1068.031748,2500.0,3594.989864,0
721.214369,7295.920263,7500.0,1984.351035,3
2652.115823,7975.19143,9000.0,2079.521171,3
0.0,1866.608592,8500.0,2031.589282,2
0.0,259.467265,10000.0,540.021578,2
2052.835555,1298.191599,3500.0,3009.926784,0
0.0,313.387813,15000.0,2419.651857,3
3118.050456,7088.358802,7500.0,4539.526102,3
2846.034435,4458.045588,5000.0,985.516901,2
0.0,2690.771926,13000.0,9290.702248,3
2621.049473,15244.74865,19000.0,11123.40918,3
0.0,0.327199,1800.0,45.640106,0
0.0,2492.726282,9000.0,27255.00752,1
0.0,47.424621,4000.0,662.401178,0
4004.273974,4114.723127,7500.0,7780.322889,3
0.0,2450.031338,6500.0,682.930065,2
0.0,8781.831676,16000.0,10377.3612,3
0.0,1642.024936,4500.0,576.699993,0
2970.288928,2739.836747,3000.0,3418.06811,0
99.078081,1946.447038,2500.0,1403.266638,0
0.0,9.962695,4000.0,209.014647,0
2003.827851,394.269079,2500.0,3747.367504,0
0.0,5935.917803,11500.0,1553.147417,3
239.188373,266.588825,3500.0,2103.253278,0
0.0,917.732846,1000.0,1407.291593,0
3715.643596,3183.529482,4000.0,4441.185925,2
199.214973,2071.736764,2100.0,553.00439,0
11549.11174,6980.581442,14500.0,1498.338478,3
0.0,724.261595,7500.0,721.081023,2
0.0,2469.665655,7000.0,566.87028,2
0.0,202.190447,2100.0,3144.544042,0
