BALANCE,PURCHASES,CREDIT_LIMIT,PAYMENTS,Cluster
4.708041,79.0,7000.0,217.820198,3
0.0,0.0,3000.0,138.021428,0
4.875885,20.0,1500.0,26.487919,0
23.394411,1346.28,2000.0,712.149153,0
3539.801912,2823.8,5700.0,9172.788366,3
0.62424,389.96,4500.0,0.0,0
862.07238,0.0,4000.0,2236.890255,0
2441.542991,808.0,4000.0,532.741699,0
408.656365,941.64,2500.0,1097.78942,0
4986.400804,0.0,8000.0,1241.538024,3
1246.624558,423.7,2000.0,577.050373,0
6644.201651,4478.75,9000.0,10857.94321,1
156.216753,1354.86,5500.0,858.976682,3
3393.351236,0.0,4200.0,0.0,0
5322.994094,2812.2,8500.0,1509.423237,1
6458.56209,0.0,7000.0,1277.76778,3
175.341651,1508.9,5000.0,1884.227778,3
680.195157,1045.57,3000.0,552.432305,0
223.763616,2309.78,6500.0,1206.81188,3
1785.626943,0.0,1800.0,687.691735,0
54.933231,495.0,7000.0,1969.845566,3
2662.629852,0.0,3000.0,932.418855,0
8504.876253,6724.26,17000.0,1888.756861,1
1464.324632,1174.39,9000.0,0.0,3
2114.158683,5580.85,8500.0,3564.977774,3
2876.396444,0.0,3200.0,1065.426905,0
14224.11541,0.0,19000.0,3066.614272,1
2392.917738,12462.44,2800.0,11628.71557,2
57.453201,0.0,1200.0,385.853874,0
4245.855092,1957.3,5000.0,1004.35474,3
11167.23403,150.64,17000.0,2606.059389,1
69.405545,0.0,13000.0,0.0,1
116.654149,907.0,5000.0,0.0,0
4637.848144,1271.12,5000.0,1906.032044,3
24.28497,250.6,3000.0,319.762903,0
9354.06045,796.33,13000.0,10664.65866,1
231.108995,440.0,4000.0,554.116542,0
1562.633343,1330.62,2000.0,1020.783647,0
2494.868559,5491.79,17000.0,1015.311953,1
706.132889,897.86,1200.0,972.358048,0
19043.13856,22009.92,18000.0,23018.57583,2
2235.103331,720.6,2500.0,1061.292471,0
947.13081,197.06,1000.0,492.200419,0
764.042156,0.0,7500.0,1566.806897,3
5347.814547,0.0,7000.0,0.0,3
10598.46777,2084.48,21500.0,3219.621433,1
2163.678757,5779.36,6500.0,4416.41268,3
3057.400553,1025.0,7500.0,698.854095,3
19.354559,689.7,10000.0,746.691026,3
264.811595,28.65,9000.0,1235.630069,3
1108.22253,944.96,1500.0,1955.198953,0
906.573724,1039.2,13500.0,1855.235407,1
7679.62904,4059.93,7000.0,3685.61062,1
1523.911458,4075.37,6500.0,2254.26002,3
49.206256,870.24,8000.0,835.839952,3
13673.07961,9792.23,20000.0,11717.30794,2
106.455975,2463.12,4000.0,2573.722764,0
119.760904,1859.34,20000.0,3104.275623,1
5837.105453,3488.49,7900.0,0.0,3
1734.510004,0.0,1800.0,363.474455,0
2765.748281,7283.31,11000.0,14373.3929,2
1046.37041,295.0,1200.0,439.407082,0
2737.367678,0.0,3000.0,778.827993,0
4014.818167,0.0,8500.0,1009.185035,3
871.568977,648.22,1200.0,1110.886425,0
1610.040203,557.19,4000.0,422.711848,0
114.593817,469.98,1000.0,367.109312,0
5800.587339,0.0,6500.0,1346.365584,3
823.103926,131.64,8000.0,2916.071564,3
595.677343,5078.14,15000.0,4756.654374,1
1128.124563,924.6,1000.0,1202.711782,0
349.441102,1975.4,4000.0,1795.012223,0
840.804076,0.0,4000.0,3621.266477,0
975.942008,10221.35,10500.0,10693.49585,2
23.111088,300.0,12500.0,291.948834,1
2187.732265,0.0,3000.0,1423.788603,0
11972.01104,5715.0,14000.0,4639.513745,1
1608.451822,0.0,1800.0,470.565984,0
1872.926275,766.61,2300.0,0.0,0
2933.240476,0.0,3000.0,2431.578544,0
336.799916,3535.8,20000.0,2814.231227,1
36.236312,256.11,5300.0,831.375322,3
903.29781,2697.48,2500.0,1686.196344,0
0.0,23.0,5000.0,0.0,0
2881.253586,117.0,4500.0,17301.83238,2
5.465999,196.81,12000.0,0.0,3
117.442684,653.73,10000.0,441.588141,3
168.522709,2009.05,1200.0,2612.760497,0
1706.014379,147.78,6000.0,1186.062765,3
874.583247,516.54,900.0,579.749308,0
861.001207,969.56,2400.0,0.0,0
966.251742,311.45,1500.0,277.522439,0
38.615644,280.4,6150.0,254.392984,3
189.687964,66.14,6000.0,0.0,3
40.417255,79.2,4000.0,1647.880773,0
5462.897068,1453.32,16500.0,1382.269127,1
3983.923705,756.54,4000.0,1110.870941,3
5588.846272,3507.35,11500.0,1412.597253,1
281.170378,3163.69,8000.0,2422.911622,3
130.251538,1343.19,15000.0,1043.55929,1
1973.814964,873.0,8000.0,541.722532,3
5698.539876,47.55,6000.0,2976.579866,3
43.103899,370.0,23000.0,1212.054219,1
566.546048,405.75,2000.0,1249.835142,0
24.527253,261.64,4000.0,376.758504,0
8350.145568,1989.28,14000.0,4720.900413,1
4559.779234,10848.5,7500.0,9423.715495,2
2.67713,43.39,4000.0,130.107234,0
1570.682346,645.32,1800.0,2591.391006,0
7201.736985,987.1,10500.0,1941.541158,1
6467.885013,1464.14,11500.0,1658.563509,1
64.080909,927.0,5000.0,1260.16384,3
5635.860679,393.62,10000.0,1919.630466,1
3670.50596,965.5,7500.0,1034.932404,3
2458.376257,0.0,7500.0,4543.63481,3
768.004936,336.41,6000.0,947.696134,3
75.647479,540.0,4000.0,548.967281,0
2.433254,36.0,7500.0,0.0,3
1121.730896,878.52,1500.0,542.836917,0
7.56809,144.26,11500.0,134.710832,3
2053.441598,493.85,2000.0,2795.059574,0
2422.311938,4490.69,8500.0,5763.666926,3
9047.621884,11188.62,10000.0,11994.41815,2
3061.213971,1829.2,7000.0,971.234118,3
41.642389,75.99,2700.0,69.163384,0
5431.622968,1824.16,14500.0,1508.016452,1
6571.484039,9325.22,8500.0,11036.72668,2
28.461629,100.0,4000.0,125.769169,0
4178.625215,1431.89,4000.0,2384.542045,3
3019.019487,2260.41,8500.0,2187.930651,3
1.045584,0.0,1200.0,1068.581252,0
2723.369217,10410.49,19500.0,9695.650901,2
1070.999446,990.7,1400.0,505.317328,0
279.608696,3034.92,2900.0,2928.909865,0
1255.901821,1038.81,5700.0,1215.454299,3
2229.857287,45.65,2500.0,542.7463,0
2363.489077,2641.98,3000.0,1839.928884,0
4014.388265,1189.52,8000.0,0.0,3
7623.224897,300.0,12000.0,1975.974183,1
3421.571922,126.69,10500.0,2515.435738,1
48.898611,247.09,5500.0,409.594792,3
1874.716289,301.1,1950.0,586.974046,0
3215.511032,1112.2,7200.0,0.0,3
237.235398,2410.07,4000.0,3773.727455,3
1272.927288,5350.19,8000.0,5825.602115,3
558.476701,630.03,5500.0,426.092563,3
2814.207626,3197.24,3000.0,3574.480603,3
8.061012,133.0,3000.0,130.61272,0
435.862142,1646.16,12000.0,1055.835407,1
6.390383,79.66,1500.0,75.896288,0
9612.21512,319.92,12000.0,10993.89211,1
7938.559134,3677.52,12500.0,2657.856602,1
2344.478291,1041.63,4000.0,3033.665478,3
996.48222,675.96,1000.0,1851.602411,0
19.508047,193.14,2000.0,220.46377,0
185.640313,1703.23,11500.0,1449.039414,3
5335.302925,0.0,6000.0,1350.318606,3
22.189283,234.16,1500.0,479.910499,0
5.871769,29.68,10000.0,76.943584,3
1049.496471,1322.67,11000.0,802.38543,3
5570.190127,1607.88,13500.0,1583.411686,1
1668.591831,0.0,1800.0,2166.981163,0
2224.590946,3183.0,9000.0,3823.346244,3
2903.781184,3014.23,4500.0,1350.370286,3
2041.480046,7323.38,3000.0,3792.095079,3
7755.698607,8533.54,10000.0,4758.209146,1
614.263149,408.93,9000.0,2161.153147,3
8097.334733,3999.92,7500.0,5624.074339,1
1082.33027,2980.46,6000.0,1116.967993,3
2734.66412,560.73,7500.0,717.798364,3
80.708806,569.9,9500.0,634.000055,3
2554.525229,6186.77,10950.0,11198.92613,1
535.947221,4550.81,8500.0,4317.191232,3
3905.365959,150.8,7500.0,990.524408,3
156.278339,1385.1,14000.0,1280.473571,1
5131.319584,32539.78,11500.0,26652.34432,2
5265.763713,410.24,16500.0,12005.3074,1
2.564117,47.95,1500.0,294.507498,0
1873.084577,126.57,2100.0,483.557464,0
32.124999,380.89,5700.0,0.0,3
1473.495809,414.0,10500.0,5863.94034,1
1504.82705,2010.0,8500.0,859.829946,3
7645.108427,4693.15,13500.0,4786.64868,1
1129.33758,498.96,1000.0,829.505486,0
668.956687,224.2,9500.0,568.336995,3
2302.184366,2856.57,2500.0,2914.419813,0
272.711518,0.0,3000.0,2755.877257,0
4246.430225,0.0,7000.0,6010.525656,3
2420.761135,0.0,3000.0,871.713321,0
2935.324966,409.63,5000.0,580.13865,3
83.148283,843.34,6500.0,1024.267592,3
5469.851311,0.0,6000.0,1362.966798,3
280.142117,2236.49,10000.0,1986.838064,3
5790.930626,464.51,6000.0,1515.594331,3
3605.714046,1779.0,5000.0,856.05828,3
3992.261885,0.0,4000.0,1057.678259,3
41.833264,456.36,6000.0,370.996177,3
635.090434,5758.71,2900.0,7943.57021,3
1521.1681,245.98,6000.0,2261.523522,3
5547.092593,0.0,12000.0,1786.142816,1
2503.107213,733.9,3000.0,1620.193277,0
191.450711,1641.07,500.0,1583.918811,0
3621.70204,674.73,4000.0,1139.058595,3
2762.479434,2702.47,11000.0,7596.768364,1
4338.606862,0.0,8000.0,8019.800702,1
388.873921,1579.15,2700.0,451.600059,0
9261.310686,0.0,11000.0,1933.413908,1
208.131845,2161.38,4500.0,2059.879468,3
169.088238,1482.19,6000.0,1289.570234,3
133.911556,1446.05,3500.0,1364.121036,0
1613.34907,0.0,4500.0,312.433361,0
566.908563,397.06,2100.0,0.0,0
53.208422,498.17,15000.0,611.606459,1
1329.967543,2009.12,2500.0,2715.972095,0
515.904786,5359.02,6000.0,0.0,3
927.041961,0.0,1000.0,719.974244,0
1872.767651,0.0,5500.0,1151.721386,3
185.396312,0.0,1000.0,117.542764,0
4823.822993,0.0,7000.0,863.62306,3
994.105777,126.2,1950.0,314.302968,0
40.089221,225.0,1500.0,325.578502,0
0.478714,734.97,6000.0,1159.135064,3
4732.37354,14.95,5700.0,1289.284068,3
9206.811696,874.98,12500.0,2055.100879,1
6719.376505,0.0,7500.0,1493.089193,3
2233.074041,445.2,8000.0,1042.991769,3
1867.649838,0.0,4500.0,476.162309,0
57.842746,689.34,1500.0,453.842413,0
4194.033835,2006.87,21000.0,19714.09728,2
2459.862339,678.0,2500.0,1926.31853,0
850.630114,0.05,1000.0,1084.281127,0
353.198215,3085.69,8500.0,2690.525687,3
2669.160638,0.0,3000.0,642.777061,0
92.440743,1080.0,6000.0,1077.058667,3
706.675991,2721.16,6500.0,4952.900653,3
361.319366,3095.96,14000.0,4003.782858,1
2324.086254,0.0,2300.0,2147.890523,0
2922.487907,71.07,9500.0,9226.751112,1
98.364739,65.0,1200.0,718.794328,0
498.208616,4786.61,9000.0,3805.669705,3
16.93339,174.42,2500.0,347.08638,0
3355.631092,242.88,13500.0,6084.115091,1
907.982017,216.94,3200.0,222.02316,0
1132.386178,2246.3,6000.0,32048.6122,2
1254.6691,361.73,1500.0,535.606816,0
80.336636,330.0,1800.0,345.330572,0
260.838885,2854.11,9500.0,2437.332725,3
17.356961,390.0,2000.0,302.454171,0
1897.672025,422.18,5500.0,2961.632199,3
1032.241153,1005.52,3000.0,1866.265366,0
3536.601227,2132.93,11000.0,8251.146946,1
21.580264,284.72,5000.0,344.161416,0
4211.539631,0.0,10500.0,1288.287239,1
1732.715258,3244.16,11500.0,5674.185857,1
8939.461145,2490.17,9500.0,3957.017497,1
36.567901,1098.31,4800.0,0.0,0
41.754778,636.15,8500.0,918.414211,3
1937.246177,3018.93,5000.0,3909.837604,3
99.955082,1222.97,19500.0,1142.077891,1
5135.604593,110.18,6000.0,1716.998424,3
214.896542,0.0,3000.0,2298.902197,0
1543.287931,0.0,1800.0,548.589391,0
601.92037,983.77,2400.0,389.411161,0
1261.05733,0.0,1500.0,866.865018,0
85.285023,423.24,11000.0,296.01675,3
1903.688611,6079.5,7300.0,18552.39489,2
813.068705,439.38,1200.0,237.996469,0
1279.325142,1207.25,1200.0,1282.705869,0
237.669312,259.13,2300.0,2680.635587,0
5747.761139,1627.69,5500.0,2507.704747,3
7760.940543,0.0,8000.0,2845.010795,1
6388.108487,0.0,8000.0,10973.14532,1
426.372628,5749.96,12000.0,5711.540654,1
8806.866629,1490.94,9000.0,2116.662516,1
282.934373,0.0,3000.0,0.0,0
1128.229387,5068.88,4500.0,3904.568067,3
2045.541408,1067.28,2000.0,2021.775795,0
8.520292,64.12,7000.0,176.600545,3
11278.95243,6855.59,18500.0,4868.088671,1
143.443832,1631.0,2500.0,2550.799492,0
241.223955,180.91,1400.0,802.858576,0
1528.571561,0.0,1600.0,353.582373,0
12474.72954,136.88,14000.0,3519.008859,1
566.147105,0.0,2000.0,1177.661577,0
1077.606225,343.21,1500.0,930.328071,0
1.838084,16.5,6000.0,57.595083,3
507.144348,5708.18,4000.0,5589.952268,3
816.82453,42.3,6000.0,361.853722,3
1526.506915,46.67,1800.0,338.413344,0
7957.017218,0.0,9000.0,677.144841,1
79.189929,699.12,2500.0,697.977603,0
497.908027,245.39,4000.0,328.796655,0
681.95925,98.0,4000.0,192.369983,0
1535.248256,857.36,6550.0,3239.629759,3
1508.513765,2747.12,5000.0,4730.374245,3
11209.37076,11147.33,11000.0,7932.77402,1
201.3504,600.0,1000.0,249.066308,0
2502.264409,0.0,10000.0,541.308981,3
4543.789386,255.12,8500.0,1703.332126,3
918.342234,1221.53,1200.0,1421.035206,0
5066.744231,0.0,13000.0,1336.016317,1
2259.431829,780.64,3500.0,663.553502,0
437.789873,1532.1,5000.0,1834.368953,3
2025.162877,778.33,2000.0,1411.329676,0
3770.560441,964.06,6000.0,565.71913,3
140.730723,1667.13,13000.0,1669.260634,1
5523.999416,0.0,8000.0,0.0,3
3298.692478,1088.83,9000.0,6862.520735,1
150.699542,648.64,2500.0,0.0,0
1874.843394,0.0,2100.0,444.783009,0
3024.629054,0.0,4500.0,4226.578611,3
154.641707,1897.92,13500.0,5563.437084,1
1322.057239,0.0,6200.0,802.038512,3
62.287137,1263.29,9500.0,1356.425369,3
16.581535,200.0,1200.0,0.0,0
4664.023286,340.0,6000.0,2162.141639,3
318.03434,1277.58,7000.0,552.734714,3
681.615445,4117.24,6000.0,4561.589382,3
9335.31417,226.23,15000.0,1885.239981,1
6404.955912,3970.8,7500.0,3879.252512,1
133.405494,1346.9,8000.0,1369.437449,3
1403.597712,1050.83,5000.0,4673.520993,3
469.878834,1364.99,2000.0,1849.10398,0
1452.437463,0.0,1500.0,331.670616,0
3737.175713,0.0,4500.0,0.0,3
6032.740391,7553.48,13500.0,5377.338091,1
1692.755487,570.16,9000.0,6124.31525,3
3534.253718,566.28,4000.0,1298.823687,3
654.574445,0.0,8000.0,422.878799,3
1648.721384,0.0,1800.0,357.836436,0
6822.877573,137.34,10000.0,1874.954894,1
8647.057641,0.0,10000.0,2052.533488,1
5055.582822,0.0,9000.0,6918.272206,1
4245.550244,332.82,5000.0,5810.994681,3
541.915572,1377.72,2500.0,182.177646,0
4855.340797,0.0,6000.0,2996.735376,3
981.643409,0.0,1500.0,2008.971745,0
7057.658848,360.7,8000.0,5147.693822,1
4264.307261,222.64,4500.0,1017.241855,3
4503.390811,1634.74,13000.0,1094.345336,1
969.294446,0.0,1200.0,591.853821,0
4479.115547,759.15,6000.0,994.500495,3
37.753941,243.36,1800.0,546.417272,0
7386.704481,0.0,10500.0,7566.577763,1
1265.805627,0.0,2500.0,1370.235544,0
598.78776,519.0,4500.0,621.255763,0
3143.928913,3055.87,4500.0,2198.293667,3
5580.530306,2470.4,9500.0,3340.041274,1
576.635957,1671.6,1800.0,1021.907217,0
51.818382,903.36,15000.0,538.841222,1
1036.595935,0.0,1200.0,274.653536,0
21.12921,229.5,3150.0,423.206638,0
1534.969344,1476.19,2500.0,1493.919986,0
4994.04832,2506.89,8500.0,1230.219396,3
4700.106602,2570.0,4500.0,3259.958288,3
9601.071318,238.34,15000.0,1194.510762,1
1207.888199,1342.36,4000.0,288.883026,0
87.442862,786.32,7500.0,881.284581,3
123.394089,1450.68,6000.0,1583.421932,3
395.052994,1239.46,1500.0,401.217047,0
1715.459275,96.75,1800.0,452.225512,0
1492.039988,4106.15,12000.0,9678.173119,1
636.669685,2022.38,6000.0,939.306791,3
223.772475,3654.08,2500.0,3301.334578,0
1122.603377,883.73,3000.0,632.062443,0
805.131074,795.54,1700.0,1804.065076,0
869.001444,0.0,1200.0,541.101815,0
4458.055159,0.0,7500.0,1088.755323,3
2070.069187,1382.57,2400.0,1580.0815,0
52.229659,565.5,8500.0,2768.795805,3
6426.639738,4462.86,11800.0,1793.043228,1
206.596865,1726.67,6000.0,4804.383296,3
5810.748774,217.0,9000.0,10428.37611,1
3872.605467,0.0,4000.0,1067.405461,3
2597.400267,1748.73,6500.0,2497.488126,3
1481.43247,0.0,1800.0,586.426259,0
1135.53683,50.98,1200.0,320.592941,0
3430.981532,378.04,11300.0,4315.936534,1
4102.599015,1483.12,5000.0,1357.36111,3
150.952465,6407.67,14500.0,3484.429075,1
3170.537693,0.0,3500.0,547.23924,0
911.281862,70.0,8500.0,566.292758,3
45.753138,449.96,7000.0,1023.209164,3
456.648662,3355.33,6500.0,2087.871747,3
198.035504,0.0,10000.0,14481.46544,1
473.840442,0.0,3000.0,142.286073,0
285.813075,3220.09,15000.0,826.764555,1
204.329381,6558.55,7000.0,5872.707939,3
3690.177649,0.0,4000.0,1006.358943,0
327.445978,4305.05,9500.0,4030.061017,3
6856.045926,262.1,13000.0,1629.239381,1
155.644239,1626.83,13000.0,1924.101393,1
4263.008734,3522.57,6000.0,1165.621928,3
10249.71178,0.0,18000.0,2662.365409,1
813.185305,8194.05,6000.0,7069.804042,3
911.893997,1604.8,4500.0,191.366024,0
3563.23692,709.9,7000.0,826.576112,3
12478.17286,174.0,14000.0,3251.190662,1
2061.27937,0.0,4500.0,552.713988,0
1556.376158,0.0,1700.0,1076.722225,0
126.207012,913.0,7500.0,1718.487894,3
2516.753364,606.62,2750.0,1043.617154,0
1199.942209,1447.01,2400.0,642.723723,0
13479.28821,41050.4,17000.0,36066.75068,2
80.062693,727.27,20000.0,822.928249,1
839.897907,1869.88,4000.0,999.235386,0
128.175207,182.94,5000.0,1391.649702,3
47.6368,379.28,2500.0,641.943628,0
1529.206464,874.94,1500.0,716.241063,0
2643.343414,26402.39,16500.0,24529.27662,2
2924.757622,0.0,3000.0,677.649435,0
5036.870531,1752.15,10300.0,1489.597574,1
32.042424,400.41,4500.0,353.570259,0
2549.128288,13771.63,14500.0,16826.42443,2
3718.606699,1172.68,9500.0,4820.842925,1
4914.325665,1653.6,5000.0,3410.253378,3
1191.584153,4238.79,10500.0,3528.728592,1
98.420888,907.37,10000.0,908.907467,3
1534.891604,0.0,3000.0,304.984801,0
675.117139,0.0,12500.0,0.0,1
43.42718,569.34,16500.0,758.421856,1
1874.601636,305.78,1500.0,518.757481,0
15258.2259,529.3,19000.0,2051.14647,1
4497.213951,2001.19,4500.0,3058.768463,3
986.149218,0.0,3000.0,832.894753,0
257.997181,1020.47,6500.0,1099.15757,3
4507.733288,4754.32,9500.0,1924.73689,1
1117.635883,0.0,1200.0,308.089987,0
5083.397311,331.95,8000.0,4453.691497,1
3649.559565,1490.0,12500.0,573.307364,1
77.45581,558.28,8000.0,601.746596,3
1362.418281,1477.44,1500.0,559.095981,0
189.12074,1051.1,3000.0,1301.155857,0
2374.663583,2242.26,2850.0,2073.374513,0
1112.070216,179.24,4000.0,217.546584,0
2569.379868,972.65,5500.0,807.047622,3
2883.906333,4620.34,7500.0,6476.333335,3
71.046063,1023.8,20000.0,5872.895164,1
3366.051663,6344.3,12000.0,2890.901993,1
7190.047748,1549.61,17500.0,1727.425472,1
68.039722,734.11,5000.0,1537.307484,3
5066.461251,2274.21,5000.0,5174.255034,3
2454.610005,1635.69,3000.0,1442.488419,0
64.329876,627.03,6000.0,1513.704151,3
1284.63314,55.5,3000.0,3432.757202,0
76.93561,277.0,8500.0,814.605178,3
950.563525,7479.95,15000.0,7521.226078,1
5178.179489,3937.59,9500.0,1248.498168,1
531.455619,6300.4,16500.0,4924.941312,1
263.6992,1856.64,1800.0,1591.559543,0
492.070146,4924.41,10500.0,3430.597877,1
1034.660626,1308.11,1500.0,236.764555,0
11547.52001,49039.57,22500.0,46930.59824,2
8997.488544,4604.72,9000.0,4201.889848,1
9149.4096,227.8,9500.0,6710.905443,1
1296.922119,2327.49,6000.0,2322.412643,3
1758.979585,1199.0,6750.0,11634.38713,3
194.493602,1174.76,4500.0,1280.294998,0
3294.37955,0.0,4000.0,1084.059239,0
5404.202992,469.0,7000.0,2676.467444,3
5484.800476,0.0,6000.0,2060.020446,3
181.463092,133.39,2500.0,168.425788,0
1311.732049,10700.63,6000.0,9853.313787,2
542.218074,0.0,1500.0,1328.855136,0
1029.101022,49.1,1000.0,59.924534,0
1202.975648,11313.77,6000.0,10718.04224,2
1095.379426,0.0,1200.0,432.048813,0
4546.766836,3525.37,15000.0,14083.96809,2
28.934197,258.74,12000.0,502.486404,3
3457.086184,2448.6,1700.0,227.514473,0
23.290641,293.99,12500.0,287.796655,1
9559.783145,709.0,10500.0,2447.227264,1
2154.175363,1628.07,5000.0,654.505745,3
2627.184835,0.0,3150.0,394.285767,0
2689.586312,0.0,7000.0,809.880619,3
11.890862,165.0,15000.0,0.0,1
3452.538704,11681.64,10500.0,8145.713972,1
1068.031748,98.97,2500.0,3594.989864,0
7295.920263,0.0,7500.0,1984.351035,1
7975.19143,1142.15,9000.0,2079.521171,1
1866.608592,1494.5,8500.0,2031.589282,3
259.467265,646.24,10000.0,540.021578,3
1298.191599,0.0,3500.0,3009.926784,0
313.387813,3608.88,15000.0,2419.651857,1
7088.358802,0.0,7500.0,4539.526102,1
4458.045588,0.0,5000.0,985.516901,3
2690.771926,12465.21,13000.0,9290.702248,2
15244.74865,7823.74,19000.0,11123.40918,2
0.327199,24.64,1800.0,45.640106,0
2492.726282,27957.68,9000.0,27255.00752,2
47.424621,372.0,4000.0,662.401178,0
4114.723127,1841.62,7500.0,7780.322889,1
2450.031338,1678.07,6500.0,682.930065,3
8781.831676,11674.64,16000.0,10377.3612,2
1642.024936,2094.38,4500.0,576.699993,3
2739.836747,0.0,3000.0,3418.06811,0
1946.447038,411.38,2500.0,1403.266638,0
9.962695,99.19,4000.0,209.014647,0
394.269079,525.0,2500.0,3747.367504,0
5935.917803,1956.06,11500.0,1553.147417,1
266.588825,1750.51,3500.0,2103.253278,0
917.732846,18.41,1000.0,1407.291593,0
3183.529482,386.12,4000.0,4441.185925,3
2071.736764,0.0,2100.0,553.00439,0
6980.581442,0.0,14500.0,1498.338478,1
724.261595,625.46,7500.0,721.081023,3
2469.665655,963.13,7000.0,566.87028,3
202.190447,2011.81,2100.0,3144.544042,0
6787.661776,99.5,8000.0,1775.13958,1
107.298227,1084.09,8000.0,1515.629124,3
3946.876897,207.0,8500.0,1494.101923,3
1246.393805,1757.47,5000.0,1254.376139,3
7155.328723,3837.59,9500.0,17739.94594,2
2147.939753,117.57,8000.0,5441.876882,3
32.612745,1223.41,6000.0,1222.343069,3
5380.796813,1710.24,6000.0,1572.990843,3
3419.661676,11.06,4000.0,745.984976,0
8900.194109,0.0,12000.0,2430.864139,1
837.950585,8273.18,7000.0,7883.621179,3
